Name,Type,Address,total,bike ped,serious/fatal,youth,speed,2014Rank,Location,Latitude,Longitude
Noble _ Escalante College,School,1460 W SUPERIOR ST,119.0,8.0,1.0,7.0,28.0,683.0,"(41.8952034, -87.664611)",41.8952034, -87.664611
Noble _ Muchin,School,1 NORTH STATE ST,543.0,101.0,13.0,33.0,137.0,16.0,"(41.8824143, -87.62724879999999)",41.8824143, -87.62724879999999
Noble _ Rowe_Clark Math,School,3645 W CHICAGO AVE,213.0,26.0,4.0,38.0,57.0,167.0,"(41.89518580000001, -87.718132)",41.89518580000001, -87.718132
Noble Street Charter,School,1400 W AUGUSTA BL,151.0,17.0,5.0,22.0,46.0,362.0,"(41.9000176, -87.6627352)",41.9000176, -87.6627352
Noethling,Park,2645 N SHEFFIELD AVE,112.0,18.0,5.0,7.0,24.0,693.0,"(41.9305329, -87.65343399999999)",41.9305329, -87.65343399999999
Normandy,Park,6660 W 52ND ST,14.0,1.0,0.0,2.0,3.0,1451.0,"(41.7977577, -87.78857459999999)",41.7977577, -87.78857459999999
North Ctr For Handicappe,School,5104 W BELMONT,117.0,10.0,0.0,18.0,30.0,598.0,"(41.9389496, -87.7545167)",41.9389496, -87.7545167
North Mayfair,Park,4537 W CARMEN AVE,10.0,1.0,0.0,1.0,2.0,1476.0,"(41.9734347, -87.7420959)",41.9734347, -87.7420959
North River,School,4416 N. TROY ST,212.0,23.0,4.0,40.0,58.0,188.0,"(41.9619799, -87.70763199999999)",41.9619799, -87.70763199999999
North Shore S D A Jr Acd,School,5220 N CALIFORNIA AVE,173.0,8.0,1.0,26.0,53.0,310.0,"(41.9763222, -87.69919209999999)",41.9763222, -87.69919209999999
North Side Learning Ctr,School,3730 W BRYN MAWR AVE,43.0,7.0,0.0,4.0,15.0,1175.0,"(41.9833796, -87.72158879999999)",41.9833796, -87.72158879999999
North_Grand,School,4338 W WABANSIA AVE,158.0,9.0,2.0,39.0,37.0,337.0,"(41.9126532, -87.73538669999999)",41.9126532, -87.73538669999999
Northside College Prep,School,5501 N KEDZIE AVE,125.0,17.0,3.0,29.0,37.0,452.0,"(41.9812798, -87.7078105)",41.9812798, -87.7078105
Northwest Inst For Conte,School,5108 W DIVISION ST,151.0,20.0,9.0,23.0,38.0,333.0,"(41.9025344, -87.7537794)",41.9025344, -87.7537794
Northwest Middle,School,5252 W PALMER ST,106.0,3.0,1.0,19.0,30.0,641.0,"(41.9211098, -87.7578772)",41.9211098, -87.7578772
Norwood,Park,5801 N NATOMA AVE,65.0,1.0,4.0,14.0,11.0,1017.0,"(41.98662270000001, -87.79342799999999)",41.98662270000001, -87.79342799999999
Norwood Circle,Park,7117 W PETERSON AVE,57.0,0.0,0.0,15.0,11.0,1071.0,"(41.9900076, -87.80448489999999)",41.9900076, -87.80448489999999
Norwood Park,School,5900 N NINA AVE,24.0,2.0,1.0,3.0,1.0,1411.0,"(41.9892412, -87.8026524)",41.9892412, -87.8026524
Nottingham,Park,7101 W 63RD ST,146.0,5.0,11.0,28.0,48.0,352.0,"(41.777082, -87.79858899999999)",41.777082, -87.79858899999999
Oak Park Christian Acad,School,3105 N OAK PARK AVE,134.0,4.0,3.0,21.0,28.0,546.0,"(41.9365175, -87.7952629)",41.9365175, -87.7952629
Oakdale,Park,965 W 95TH ST,185.0,6.0,2.0,42.0,48.0,269.0,"(41.721005, -87.6485124)",41.721005, -87.6485124
Oakdale Christian Acad,School,9440 S VINCENNES AVE,175.0,6.0,3.0,41.0,51.0,273.0,"(41.7222606, -87.65065799999999)",41.7222606, -87.65065799999999
Oakland,Park,910 E PERSHING RD,43.0,0.0,1.0,9.0,11.0,1100.0,"(41.8249607, -87.60390439999999)",41.8249607, -87.60390439999999
Oakley,Park,6441 S OAKLEY AVE,36.0,4.0,0.0,4.0,6.0,1208.0,"(41.776153, -87.680634)",41.776153, -87.680634
Octavio Paz Charter,School,2401 W CONGRESS PKWY,219.0,12.0,3.0,36.0,61.0,175.0,"(41.8746515, -87.6865777)",41.8746515, -87.6865777
Ogden,Park,6500 S RACINE AVE,218.0,13.0,5.0,46.0,56.0,183.0,"(41.7750512, -87.6553561)",41.7750512, -87.6553561
Ogden,Park,429 N COLUMBUS DR,340.0,42.0,12.0,26.0,106.0,52.0,"(41.8888235, -87.6203965)",41.8888235, -87.6203965
Oglesby,School,7646 S GREEN ST,179.0,11.0,8.0,47.0,56.0,202.0,"(41.7547862, -87.64596929999999)",41.7547862, -87.64596929999999
O'Hallaren,Park,8335 S HONORE ST,51.0,2.0,0.0,8.0,12.0,1159.0,"(41.742683, -87.6692724)",41.742683, -87.6692724
Ohio,Park,4712 W OHIO ST,174.0,9.0,3.0,33.0,34.0,312.0,"(41.8915896, -87.7443417)",41.8915896, -87.7443417
Ohio & Harding,Park,607 N HARDING AVE,99.0,2.0,3.0,18.0,27.0,709.0,"(41.8921082, -87.7247632)",41.8921082, -87.7247632
Okeeffe,School,6940 S MERRILL AVE,96.0,7.0,0.0,6.0,24.0,816.0,"(41.7686287, -87.57317309999999)",41.7686287, -87.57317309999999
Old St Marys School,School,1532 S MICHIGAN AVE,84.0,3.0,1.0,11.0,24.0,842.0,"(41.8610023, -87.6244461)",41.8610023, -87.6244461
Olympia,Park,6566 N AVONDALE AVE,54.0,0.0,3.0,7.0,14.0,1126.0,"(41.9993519, -87.81517430000001)",41.9993519, -87.81517430000001
Onahan,School,6634 W RAVEN ST,30.0,0.0,0.0,7.0,6.0,1312.0,"(41.99379039999999, -87.7931364)",41.99379039999999, -87.7931364
Oriole,Park,5430 N OLCOTT AVE,55.0,3.0,2.0,4.0,12.0,1162.0,"(41.9782824, -87.8144555)",41.9782824, -87.8144555
Oriole Park,School,5424 N OKETO AVE,20.0,1.0,0.0,2.0,2.0,1434.0,"(41.9787093, -87.8123964)",41.9787093, -87.8123964
Orozco,School,1940 W 18TH ST,92.0,6.0,1.0,10.0,21.0,827.0,"(41.8579753, -87.6750643)",41.8579753, -87.6750643
Orozco,School,1940 W 18TH ST,92.0,6.0,1.0,10.0,21.0,827.0,"(41.8579753, -87.6750643)",41.8579753, -87.6750643
Orozco,School,1940 W 18TH ST,92.0,6.0,1.0,10.0,21.0,828.0,"(41.8579753, -87.6750643)",41.8579753, -87.6750643
Orozco,School,1940 W 18TH ST,92.0,6.0,1.0,10.0,21.0,828.0,"(41.8579753, -87.6750643)",41.8579753, -87.6750643
Orr,Park,744 N PULASKI RD,270.0,24.0,6.0,46.0,76.0,82.0,"(41.8943307, -87.726035)",41.8943307, -87.726035
Orr HS,School,730 N PULASKI RD,311.0,26.0,6.0,51.0,86.0,58.0,"(41.8941496, -87.72646209999999)",41.8941496, -87.72646209999999
Ortiz De Dominguez Es,School,3000 S LAWNDALE AVE,107.0,7.0,2.0,10.0,19.0,776.0,"(41.8382715, -87.71769139999999)",41.8382715, -87.71769139999999
Otis,School,525 N ARMOUR ST,205.0,11.0,8.0,18.0,68.0,236.0,"(41.8926537, -87.66555149999999)",41.8926537, -87.66555149999999
O'Toole,School,6550 S SEELEY AVE,79.0,8.0,1.0,8.0,21.0,808.0,"(41.7741847, -87.67533379999999)",41.7741847, -87.67533379999999
Our Lady Gate Of Heaven,School,2330 E 99TH ST,16.0,0.0,0.0,2.0,6.0,1419.0,"(41.7156226, -87.56716569999999)",41.7156226, -87.56716569999999
Our Lady Of Grace School,School,2446 N RIDGEWAY AVE,206.0,14.0,5.0,44.0,48.0,217.0,"(41.9258244, -87.7210058)",41.9258244, -87.7210058
Our Lady Of Guadalupe,School,9050 S BURLEY AVE,25.0,3.0,0.0,2.0,1.0,1324.0,"(41.7304119, -87.5459182)",41.7304119, -87.5459182
Our Lady Of Lourdes,School,2130 S CENTRAL PARK AVE,91.0,7.0,2.0,25.0,32.0,562.0,"(41.8525159, -87.7151457)",41.8525159, -87.7151457
Our Lady Of Lourdes 2,School,4641 N ASHLAND AVE,166.0,22.0,6.0,22.0,54.0,300.0,"(41.9664797, -87.6688298)",41.9664797, -87.6688298
Our Lady Of Tepeyac,School,2235 S ALBANY AVE,97.0,8.0,3.0,13.0,30.0,707.0,"(41.8504839, -87.7025043)",41.8504839, -87.7025043
Our Lady Of Tepeyac HS,School,2228 S WHIPPLE ST,106.0,7.0,2.0,11.0,31.0,677.0,"(41.85084430000001, -87.7018839)",41.85084430000001, -87.7018839
Our Lady Of The Gardens,School,13300 S LANGLEY AVE,11.0,1.0,0.0,2.0,1.0,1472.0,"(41.65369740000001, -87.6049453)",41.65369740000001, -87.6049453
Our Lady Of The Snows,School,4810 S LEAMINGTON AVE,16.0,1.0,1.0,3.0,5.0,1415.0,"(41.8051053, -87.7521354)",41.8051053, -87.7521354
Our Lady Of Victory,School,4434 N LARAMIE AVE,211.0,10.0,4.0,36.0,58.0,214.0,"(41.9618289, -87.7576867)",41.9618289, -87.7576867
Our Savior,School,7151 W CORNELIA AVE,109.0,3.0,1.0,18.0,40.0,576.0,"(41.9432242, -87.8065994)",41.9432242, -87.8065994
Overton,School,221 E 49TH ST,66.0,3.0,1.0,9.0,15.0,1026.0,"(41.80548570000001, -87.6203386)",41.80548570000001, -87.6203386
Overton Cpc,School,4935 S INDIANA AVE,54.0,2.0,1.0,6.0,14.0,1136.0,"(41.8047037, -87.6210882)",41.8047037, -87.6210882
Owen,School,8247 S CHRISTIANA AVE,23.0,0.0,0.0,1.0,5.0,1320.0,"(41.7429177, -87.7052807)",41.7429177, -87.7052807
Owens,Park,2100 E 88TH ST,155.0,15.0,5.0,45.0,51.0,274.0,"(41.7352636, -87.5732451)",41.7352636, -87.5732451
Owens Acad,School,12450 S STATE ST,28.0,4.0,1.0,3.0,9.0,1307.0,"(41.6677891, -87.62230009999999)",41.6677891, -87.62230009999999
Oz,Park,2021 N BURLING ST,208.0,18.0,4.0,11.0,54.0,280.0,"(41.9187998, -87.64668909999999)",41.9187998, -87.64668909999999
Packingtown,Park,4856 S LAFLIN ST,72.0,4.0,3.0,13.0,20.0,907.0,"(41.8051666, -87.6624487)",41.8051666, -87.6624487
Pactt Learning Ctr,School,7101 N GREENVIEW AVE,64.0,9.0,3.0,7.0,13.0,1034.0,"(42.0118136, -87.6677248)",42.0118136, -87.6677248
Paderewski,School,2221 S LAWNDALE AVE,122.0,11.0,2.0,27.0,40.0,472.0,"(41.8510657, -87.7169435)",41.8510657, -87.7169435
Palmer,School,5051 N KENNETH AVE,34.0,1.0,0.0,3.0,5.0,1342.0,"(41.97296, -87.7386609)",41.97296, -87.7386609
Palmer,Park,200 E 111TH ST,145.0,10.0,4.0,35.0,35.0,379.0,"(41.6926437, -87.6182275)",41.6926437, -87.6182275
Park Manor,School,7037 S RHODES AVE,100.0,13.0,2.0,12.0,38.0,628.0,"(41.766664, -87.61128910000001)",41.766664, -87.61128910000001
Park No. 326,Park,6430 S KENWOOD AVE,24.0,1.0,1.0,5.0,5.0,1272.0,"(41.7775899, -87.593442)",41.7775899, -87.593442
Park No. 382,Park,8116 S HALSTED ST,94.0,3.0,3.0,15.0,23.0,771.0,"(41.7466134, -87.64391309999999)",41.7466134, -87.64391309999999
Park No. 399,Park,1420 N ARTESIAN AVE,141.0,9.0,4.0,12.0,36.0,518.0,"(41.9073095, -87.6885435)",41.9073095, -87.6885435
Park No. 414,Park,4302 W DIVISION ST,130.0,4.0,0.0,28.0,35.0,495.0,"(41.9025543, -87.7339523)",41.9025543, -87.7339523
Park No. 419,Park,8001 S WABASH AVE,32.0,0.0,1.0,4.0,6.0,1332.0,"(41.749023, -87.62245899999999)",41.749023, -87.62245899999999
Park No. 421,Park,5300 S HALSTED ST,51.0,5.0,0.0,11.0,17.0,1058.0,"(41.797627, -87.645662)",41.797627, -87.645662
Park No. 422,Park,3200 W CONGRESS PKWY,108.0,4.0,7.0,12.0,26.0,629.0,"(41.8749169, -87.7059695)",41.8749169, -87.7059695
Park No. 432,Park,3349 W RICE ST,144.0,11.0,2.0,19.0,37.0,474.0,"(41.8964214, -87.7107745)",41.8964214, -87.7107745
Park No. 437,Park,5653 S LOOMIS ST,32.0,2.0,1.0,4.0,4.0,1252.0,"(41.7941021, -87.6597424)",41.7941021, -87.6597424
Park No. 454,Park,4109 S PRINCETON AVE,30.0,0.0,0.0,3.0,12.0,1295.0,"(41.81924069999999, -87.633313)",41.81924069999999, -87.633313
Park No. 462,Park,5917 N BROADWAY,200.0,25.0,6.0,19.0,55.0,257.0,"(41.98926609999999, -87.6597274)",41.98926609999999, -87.6597274
Park No. 468,Park,4556 W 56TH ST,80.0,4.0,2.0,6.0,18.0,963.0,"(41.7912594, -87.73696989999999)",41.7912594, -87.73696989999999
Park No. 474,Park,3231 W DOUGLAS BLVD,35.0,5.0,1.0,3.0,15.0,1220.0,"(41.8624923, -87.70689259999999)",41.8624923, -87.70689259999999
Park No. 484,Park,4701 W MARQUETTE RD,190.0,2.0,3.0,59.0,74.0,156.0,"(41.7711749, -87.73950409999999)",41.7711749, -87.73950409999999
Park No. 489,Park,2420 W ADAMS ST,134.0,15.0,6.0,18.0,34.0,442.0,"(41.8790539, -87.68723210000002)",41.8790539, -87.68723210000002
Park No. 499,Park,3925 E 104TH ST,170.0,10.0,4.0,36.0,59.0,264.0,"(41.7063698, -87.5292697)",41.7063698, -87.5292697
Park No. 500,Park,730 S SPRINGFIELD AVE,136.0,7.0,5.0,24.0,37.0,403.0,"(41.8711594, -87.72282229999999)",41.8711594, -87.72282229999999
Park No. 503,Park,8900 S GREEN BAY AVE,34.0,1.0,1.0,1.0,4.0,1273.0,"(41.733697, -87.541972)",41.733697, -87.541972
Park No. 511,Park,630 N KINGSBURY AVE,116.0,4.0,2.0,12.0,40.0,532.0,"(41.8936415, -87.6419353)",41.8936415, -87.6419353
Park No. 512,Park,1800 N ASHLAND AVE,261.0,15.0,11.0,27.0,57.0,164.0,"(41.9146169, -87.6680129)",41.9146169, -87.6680129
Park No. 513,Park,1401 S INDIANA AVE,134.0,11.0,4.0,13.0,50.0,458.0,"(41.863955, -87.622017)",41.863955, -87.622017
Park No. 514,Park,1434 N MONTICELLO AVE,54.0,6.0,0.0,11.0,12.0,994.0,"(41.9074835, -87.7179382)",41.9074835, -87.7179382
Park No. 515,Park,3517 W ARTHINGTON ST,119.0,6.0,4.0,13.0,30.0,561.0,"(41.8694047, -87.71376409999999)",41.8694047, -87.71376409999999
Park No. 516,Park,2900 S ASHLAND AVE,30.0,0.0,2.0,5.0,6.0,1236.0,"(41.8443995, -87.66634669999999)",41.8443995, -87.66634669999999
Park No. 518,Park,1750 W JUNEWAY TER,36.0,5.0,1.0,5.0,6.0,1281.0,"(42.0225303, -87.6754558)",42.0225303, -87.6754558
Park No. 519,Park,1944 S ST. LOUIS AVE,118.0,6.0,2.0,20.0,60.0,367.0,"(41.853935, -87.71274299999999)",41.853935, -87.71274299999999
Park No. 520,Park,916 N HONORE ST,94.0,2.0,1.0,10.0,27.0,794.0,"(41.898361, -87.67378699999999)",41.898361, -87.67378699999999
Park No. 521,Park,1426 W WARNER AVE,45.0,3.0,0.0,6.0,10.0,1209.0,"(41.957339, -87.665275)",41.957339, -87.665275
Park No. 526,Park,3200 W PETERSON AVE,477.0,23.0,6.0,78.0,120.0,21.0,"(41.9912637, -87.7099708)",41.9912637, -87.7099708
Park No. 526,Park,3200 W PETERSON AVE,477.0,23.0,6.0,78.0,120.0,21.0,"(41.9912637, -87.7099708)",41.9912637, -87.7099708
Park No. 527,Park,6200 S LASALLE ST,203.0,8.0,6.0,42.0,72.0,181.0,"(41.7816817, -87.6289278)",41.7816817, -87.6289278
Park No. 528,Park,6336 S KILBOURN AVE,140.0,9.0,2.0,29.0,28.0,483.0,"(41.7778584, -87.73523379999999)",41.7778584, -87.73523379999999
Park No. 529,Park,2155 W WABANSIA AVE,109.0,14.0,5.0,5.0,26.0,721.0,"(41.91261009999999, -87.6821397)",41.91261009999999, -87.6821397
Park No. 530,Park,3150 S WESTERN AVE,65.0,1.0,1.0,8.0,20.0,1005.0,"(41.8368229, -87.68573909999999)",41.8368229, -87.68573909999999
Park No. 531,Park,2850 S HALSTED ST,157.0,20.0,4.0,32.0,38.0,339.0,"(41.84256269999999, -87.6463998)",41.84256269999999, -87.6463998
Park No. 532,Park,4101 S. LAKE PARK AVE,24.0,2.0,1.0,7.0,5.0,1343.0,"(41.820137, -87.6001556)",41.820137, -87.6001556
Park No. 533,Park,5801 N PULASKI RD,287.0,12.0,4.0,43.0,76.0,96.0,"(41.9861619, -87.72679190000001)",41.9861619, -87.72679190000001
Park No. 533,Park,5801 N PULASKI RD,287.0,12.0,4.0,43.0,76.0,96.0,"(41.9861619, -87.72679190000001)",41.9861619, -87.72679190000001
Park No. 535,Park,800 W WISCONSIN ST,40.0,1.0,0.0,0.0,11.0,1284.0,"(41.916011, -87.6488839)",41.916011, -87.6488839
Park No. 536,Park,1401 N NOBLE ST,31.0,0.0,0.0,0.0,6.0,1374.0,"(41.9070604, -87.6627099)",41.9070604, -87.6627099
Park No. 538,Park,6400 N KEDZIE,242.0,9.0,3.0,40.0,72.0,139.0,"(41.9978536, -87.70934629999999)",41.9978536, -87.70934629999999
Park No. 542,Park,115 S. SANGAMON ST,300.0,28.0,5.0,27.0,117.0,62.0,"(41.87979929999999, -87.6508049)",41.87979929999999, -87.6508049
Park No. 546,Park,450 E. BENTON PLACE,253.0,17.0,2.0,22.0,67.0,174.0,"(41.8858918, -87.6175994)",41.8858918, -87.6175994
Park No. 547,Park,1801 S CALUMET AVE,35.0,0.0,2.0,4.0,7.0,1299.0,"(41.8577974, -87.6192481)",41.8577974, -87.6192481
Park No. 548,Park,105TH - 129TH ST,529.0,31.0,13.0,155.0,157.0,9.0,"(41.7056605, -87.5644683)",41.7056605, -87.5644683
Park No. 549,Park,2430 W LOGAN BLVD,256.0,14.0,1.0,44.0,81.0,108.0,"(41.9285849, -87.69069119999999)",41.9285849, -87.69069119999999
Park No. 554,Park,1805 N ALBANY AVE,62.0,2.0,0.0,7.0,8.0,1048.0,"(41.913916, -87.704808)",41.913916, -87.704808
Park View Lutheran,School,3919 N MONTICELLO AVE,267.0,8.0,1.0,46.0,66.0,122.0,"(41.9526158, -87.71901040000002)",41.9526158, -87.71901040000002
Park West,Park,745 W WRIGHTWOOD AVE,140.0,9.0,0.0,7.0,29.0,607.0,"(41.9290862, -87.6482187)",41.9290862, -87.6482187
Parker,School,6800 S STEWART AVE,40.0,2.0,0.0,7.0,10.0,1141.0,"(41.7708441, -87.63258569999999)",41.7708441, -87.63258569999999
Parkman,School,245 W 51ST ST,95.0,4.0,5.0,20.0,26.0,623.0,"(41.8012712, -87.6326036)",41.8012712, -87.6326036
Parkside Acad,School,6938 S EAST END AVE,101.0,6.0,2.0,12.0,24.0,746.0,"(41.7688995, -87.5833047)",41.7688995, -87.5833047
Park_View,Park,3823 W SCHOOL ST,244.0,18.0,6.0,31.0,73.0,142.0,"(41.94095739999999, -87.7232484)",41.94095739999999, -87.7232484
Parsons,Park,4701 W BELMONT AVE,358.0,14.0,6.0,52.0,101.0,46.0,"(41.938599, -87.74456599999999)",41.938599, -87.74456599999999
Paschen,Park,1932 W LUNT AVE,127.0,5.0,0.0,11.0,38.0,572.0,"(42.009047, -87.67988079999999)",42.009047, -87.67988079999999
Pasteur,School,5825 S KOSTNER AVE,82.0,9.0,4.0,10.0,18.0,864.0,"(41.7871479, -87.7324652)",41.7871479, -87.7324652
Pasteur,School,5825 S KOSTNER AVE,82.0,9.0,4.0,10.0,18.0,864.0,"(41.7871479, -87.7324652)",41.7871479, -87.7324652
Pasteur,Park,5825 S KOSTNER AVE,108.0,8.0,3.0,17.0,23.0,680.0,"(41.7871479, -87.7324652)",41.7871479, -87.7324652
Pasteur,Park,5825 S KOSTNER AVE,108.0,8.0,3.0,17.0,23.0,680.0,"(41.7871479, -87.7324652)",41.7871479, -87.7324652
Peabody,School,1444 W AUGUSTA BL,122.0,11.0,4.0,21.0,35.0,522.0,"(41.9000051, -87.6643363)",41.9000051, -87.6643363
Peck,School,3826 W 58TH ST,36.0,4.0,0.0,6.0,9.0,1257.0,"(41.7882691, -87.7193163)",41.7882691, -87.7193163
Peirce,School,1423 W BRYN MAWR AVE,213.0,31.0,6.0,39.0,68.0,154.0,"(41.9832437, -87.6669158)",41.9832437, -87.6669158
Penn,School,1616 S AVERS AVE,113.0,8.0,2.0,25.0,34.0,543.0,"(41.858343, -87.72183509999999)",41.858343, -87.72183509999999
Perez,School,1241 W 19TH ST,51.0,5.0,1.0,7.0,15.0,1011.0,"(41.8556707, -87.6581867)",41.8556707, -87.6581867
Periwinkle,Park,100 W 66TH ST,60.0,2.0,2.0,14.0,19.0,985.0,"(41.7745562, -87.6281309)",41.7745562, -87.6281309
Pershing Magnet,School,3113 S RHODES AVE,62.0,2.0,1.0,8.0,19.0,1020.0,"(41.8378996, -87.61336430000001)",41.8378996, -87.61336430000001
Pershing Magnet,School,3113 S RHODES AVE,62.0,2.0,1.0,8.0,19.0,1020.0,"(41.8378996, -87.61336430000001)",41.8378996, -87.61336430000001
Perspectives Charter,School,1915 S FEDERAL ST,180.0,10.0,0.0,22.0,40.0,351.0,"(41.8563951, -87.6293257)",41.8563951, -87.6293257
Perspectives_Iit Math An,School,3663 S WABASH AVE,67.0,5.0,0.0,10.0,17.0,992.0,"(41.8280915, -87.6243605)",41.8280915, -87.6243605
Peterson,Park,5801 N PULASKI RD,72.0,1.0,4.0,18.0,25.0,820.0,"(41.9861619, -87.72679190000001)",41.9861619, -87.72679190000001
Peterson,Park,5801 N PULASKI RD,72.0,1.0,4.0,18.0,25.0,820.0,"(41.9861619, -87.72679190000001)",41.9861619, -87.72679190000001
Peterson,School,5510 N CHRISTIANA AVE,146.0,6.0,2.0,24.0,32.0,477.0,"(41.9816988, -87.71283419999999)",41.9816988, -87.71283419999999
Phillips Acad,School,244 E PERSHING RD,144.0,6.0,3.0,27.0,38.0,374.0,"(41.8243586, -87.61980059999999)",41.8243586, -87.61980059999999
Piccolo,School,1040 N KEELER AVE,98.0,9.0,2.0,14.0,29.0,700.0,"(41.9003237, -87.7319285)",41.9003237, -87.7319285
Pickard,School,2301 W 21ST PL,286.0,16.0,8.0,56.0,97.0,59.0,"(41.8525261, -87.6837986)",41.8525261, -87.6837986
Pietrowski,Park,9650 S AVE M,21.0,1.0,0.0,10.0,3.0,1358.0,"(41.7198078, -87.537708)",41.7198078, -87.537708
Pilgram Lutheran School,School,4300 N WINCHESTER AVE,70.0,11.0,2.0,8.0,20.0,932.0,"(41.9598685, -87.6777968)",41.9598685, -87.6777968
Pilsen Community Acad,School,1420 W 17TH ST,100.0,12.0,1.0,9.0,21.0,710.0,"(41.8590606, -87.66313579999999)",41.8590606, -87.66313579999999
Pine,Park,9507 S OGLESBY AVE,22.0,0.0,2.0,0.0,5.0,1417.0,"(41.7223272, -87.5657341)",41.7223272, -87.5657341
Piotrowski,Park,4200 W 31ST ST,140.0,6.0,4.0,27.0,33.0,404.0,"(41.83708499999999, -87.729384)",41.83708499999999, -87.729384
Pirie,School,650 E 85TH ST,20.0,1.0,0.0,1.0,3.0,1435.0,"(41.7406771, -87.6084994)",41.7406771, -87.6084994
Plaid Acad,School,11156 S HOYNE AVE,30.0,0.0,0.0,2.0,5.0,1366.0,"(41.6901343, -87.6737308)",41.6901343, -87.6737308
Plamondon,School,2642 W 15TH PL,67.0,5.0,3.0,1.0,20.0,942.0,"(41.8604424, -87.69262549999999)",41.8604424, -87.69262549999999
Plato Learning Acad,School,5545 W HARRISON ST,164.0,8.0,3.0,20.0,49.0,354.0,"(41.8725092, -87.76359540000001)",41.8725092, -87.76359540000001
Pleasant Point,Park,6813 W IMLAY ST,70.0,2.0,2.0,14.0,18.0,941.0,"(41.9987454, -87.7976668)",41.9987454, -87.7976668
Pneuma Institute,School,400 W 76TH ST,190.0,13.0,6.0,47.0,61.0,180.0,"(41.7564966, -87.6350873)",41.7564966, -87.6350873
Poe Classical,School,10538 S LANGLEY AVE,19.0,0.0,0.0,4.0,2.0,1425.0,"(41.7025584, -87.6062913)",41.7025584, -87.6062913
Polaris Charter Acad,School,620 N SAWYER AVE,82.0,8.0,3.0,9.0,15.0,921.0,"(41.89230209999999, -87.7080876)",41.89230209999999, -87.7080876
Pope,School,1852 S ALBANY AVE,68.0,1.0,2.0,12.0,17.0,877.0,"(41.8559749, -87.7032363)",41.8559749, -87.7032363
Poplar,Park,4046 S PRAIRIE AVE,43.0,4.0,0.0,9.0,17.0,1023.0,"(41.82053760000001, -87.619897)",41.82053760000001, -87.619897
Portage,Park,4100 N LONG AVE,412.0,24.0,3.0,82.0,132.0,25.0,"(41.955369, -87.76358929999999)",41.955369, -87.76358929999999
Portage Park,School,5330 W BERTEAU AVE,44.0,0.0,0.0,12.0,10.0,1176.0,"(41.9573481, -87.76102259999999)",41.9573481, -87.76102259999999
Portage Park Day Nursery,School,5332 W ADDISON ST,94.0,7.0,1.0,25.0,30.0,631.0,"(41.9461521, -87.7607189)",41.9461521, -87.7607189
Pottawattomie,Park,7340 N ROGERS AVE,206.0,23.0,5.0,33.0,46.0,238.0,"(42.0152079, -87.6780895)",42.0152079, -87.6780895
Powell,School,7530 S SOUTH SHORE DR,85.0,8.0,0.0,20.0,22.0,764.0,"(41.76051349999999, -87.5568043)",41.76051349999999, -87.5568043
Prairie Wolf,Park,6310 S DREXEL AVE,72.0,11.0,1.0,9.0,16.0,853.0,"(41.7800245, -87.6028779)",41.7800245, -87.6028779
Prescott,School,1632 W WRIGHTWOOD AVE,133.0,7.0,4.0,9.0,28.0,617.0,"(41.92909239999999, -87.6691774)",41.92909239999999, -87.6691774
Price,School,4351 S DREXEL BL,44.0,3.0,0.0,11.0,15.0,1122.0,"(41.8154658, -87.6036355)",41.8154658, -87.6036355
Pritzker,School,2009 W SCHILLER ST,100.0,6.0,2.0,10.0,24.0,767.0,"(41.9068861, -87.6780938)",41.9068861, -87.6780938
Privet,Park,1844 N SHEFFIELD AVE,124.0,13.0,3.0,4.0,32.0,633.0,"(41.9150409, -87.6535746)",41.9150409, -87.6535746
Prologue _ Johnston,School,1060 E 47TH ST,90.0,11.0,2.0,21.0,30.0,653.0,"(41.8099431, -87.5996084)",41.8099431, -87.5996084
Prologue Early College,School,1135 N CLEAVER RD,242.0,25.0,2.0,18.0,74.0,168.0,"(41.902656, -87.66338760000001)",41.902656, -87.66338760000001
Prospect Gardens,Park,10970 S PROSPECT AVE,46.0,1.0,0.0,14.0,7.0,1173.0,"(41.694579, -87.6692769)",41.694579, -87.6692769
Prosser Vocational HS,School,2148 N LONG AVE,573.0,27.0,13.0,110.0,151.0,11.0,"(41.9194202, -87.7618468)",41.9194202, -87.7618468
Providence St Mel,School,119 S CENTRAL PARK BL,94.0,8.0,6.0,17.0,25.0,714.0,"(41.8789685, -87.7156679)",41.8789685, -87.7156679
Prussing,School,4650 N MENARD AVE,54.0,3.0,0.0,7.0,16.0,1104.0,"(41.9656465, -87.7727431)",41.9656465, -87.7727431
Puerto Rican HS _ Pedro A,School,2739 W DIVISION ST,183.0,21.0,7.0,38.0,52.0,239.0,"(41.9026807, -87.6959923)",41.9026807, -87.6959923
Pulaski,Park,1419 W BLACKHAWK ST,50.0,1.0,0.0,1.0,11.0,1230.0,"(41.9068649, -87.66348149999999)",41.9068649, -87.66348149999999
Pulaski Commercial Acad,School,2230 W MC LEAN AVE,124.0,8.0,2.0,8.0,29.0,642.0,"(41.918734, -87.68377149999999)",41.918734, -87.68377149999999
Pullman,School,11311 S FORRESTVILLE AVE,25.0,0.0,1.0,2.0,8.0,1361.0,"(41.6884931, -87.60942)",41.6884931, -87.60942
Pullman,Park,11113 S COTTAGE GROVE AVE,75.0,2.0,3.0,25.0,22.0,779.0,"(41.692623, -87.60988549999999)",41.692623, -87.60988549999999
